EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E1001937,36,Male,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,7,3,1,77,3,1,2,1.0986122886681098,No,11,3,2.772588722239781,1.6094379124341003,3,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3862943611198906,No,0.6931471805599453
E1001939,49,Female,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,6,1,3,41,2,4,3,1.0986122886681098,Yes,19,2,3.4339872044851463,1.3862943611198906,3,2.772588722239781,2.4849066497880004,1.0986122886681098,2.5649493574615367,No,1.0986122886681098
E1001940,36,Female,Medical,Married,Finance,Finance Manager,Non-Travel,1,4,4,33,2,2,3,0.0,No,15,3,1.6094379124341003,1.9459101490553132,3,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1001942,36,Male,Life Sciences,Divorced,Finance,Finance Manager,Travel_Rarely,3,2,4,79,4,2,1,1.9459101490553132,No,20,1,2.6390573296152584,1.3862943611198906,3,1.791759469228055,1.6094379124341003,0.0,1.6094379124341003,No,1.3862943611198906
E1001943,54,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,22,5,2,91,3,4,3,1.3862943611198906,No,25,3,3.6109179126442243,1.9459101490553132,3,2.3978952727983707,2.1972245773362196,1.6094379124341003,2.0794415416798357,No,0.6931471805599453
E1001944,43,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,15,2,3,65,2,4,3,0.6931471805599453,No,24,1,2.70805020110221,1.3862943611198906,3,2.70805020110221,2.3978952727983707,1.9459101490553132,2.4849066497880004,No,1.3862943611198906
E1001945,35,Male,Other,Single,Sales,Sales Executive,Travel_Frequently,12,4,4,36,3,2,4,1.3862943611198906,Yes,24,1,2.6390573296152584,1.0986122886681098,4,2.4849066497880004,2.302585092994046,1.9459101490553132,2.0794415416798357,Yes,1.3862943611198906
E1001947,29,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,5,3,1,43,2,2,2,0.6931471805599453,Yes,13,2,2.3978952727983707,1.3862943611198906,2,2.3978952727983707,0.0,0.0,2.302585092994046,No,1.0986122886681098
E1001948,33,Male,Medical,Divorced,Sales,Sales Executive,Travel_Rarely,2,4,4,93,3,2,4,0.6931471805599453,No,14,3,1.9459101490553132,1.791759469228055,3,1.9459101490553132,1.0986122886681098,0.0,1.6094379124341003,No,1.0986122886681098
E1001949,32,Male,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,2,3,4,45,3,2,2,0.0,No,13,3,2.3978952727983707,1.6094379124341003,2,2.302585092994046,1.791759469228055,0.6931471805599453,1.9459101490553132,No,1.0986122886681098
E1001951,31,Female,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,5,4,1,67,3,2,4,0.6931471805599453,No,11,1,2.3978952727983707,1.0986122886681098,3,2.3978952727983707,0.0,0.0,1.0986122886681098,No,1.0986122886681098
E1001952,49,Female,Medical,Divorced,Finance,Finance Manager,Travel_Rarely,16,3,4,74,3,1,1,1.6094379124341003,Yes,16,2,2.8903717578961645,1.0986122886681098,2,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,1.0986122886681098
E1001958,20,Male,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,9,1,4,54,3,1,1,0.6931471805599453,No,11,1,1.0986122886681098,1.3862943611198906,3,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1001959,33,Female,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,16,3,3,36,3,2,4,0.6931471805599453,Yes,25,3,2.0794415416798357,1.0986122886681098,3,1.9459101490553132,1.791759469228055,0.6931471805599453,1.0986122886681098,No,1.3862943611198906
E1001960,36,Male,Life Sciences,Married,Finance,Finance Manager,Travel_Rarely,26,4,1,80,3,2,3,1.9459101490553132,No,14,2,2.3978952727983707,1.0986122886681098,2,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1001961,44,Female,Life Sciences,Divorced,Human Resources,Human Resources,Travel_Rarely,1,3,3,44,3,1,4,1.6094379124341003,Yes,18,1,2.1972245773362196,1.0986122886681098,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,1.0986122886681098
E1001962,23,Male,Medical,Single,Finance,Finance Manager,Travel_Rarely,8,1,4,93,2,1,3,0.6931471805599453,Yes,11,1,1.791759469228055,1.0986122886681098,3,1.791759469228055,1.6094379124341003,0.6931471805599453,1.0986122886681098,Yes,1.0986122886681098
E1001965,38,Female,Medical,Married,Finance,Finance Manager,Travel_Rarely,4,2,4,87,3,1,3,2.0794415416798357,No,19,4,2.0794415416798357,1.791759469228055,2,0.0,0.0,0.0,0.0,No,1.0986122886681098
E1001967,53,Male,Medical,Married,Finance,Finance Manager,Travel_Rarely,24,4,2,48,4,3,4,1.3862943611198906,No,15,3,2.4849066497880004,1.0986122886681098,3,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.0986122886681098,No,0.6931471805599453
E1001969,48,Female,Medical,Married,Sales,Sales Representative,Travel_Frequently,7,2,4,95,3,1,3,1.0986122886681098,Yes,11,3,2.995732273553991,1.3862943611198906,3,2.302585092994046,2.0794415416798357,2.0794415416798357,2.0794415416798357,Yes,1.0986122886681098
E1001970,32,Male,Life Sciences,Single,Finance,Finance Manager,Travel_Rarely,2,4,4,95,3,1,2,0.6931471805599453,No,12,1,0.6931471805599453,1.0986122886681098,3,0.6931471805599453,0.0,0.0,0.0,Yes,1.0986122886681098
E1001971,26,Male,Medical,Single,Finance,Finance Manager,Non-Travel,7,3,4,76,3,1,4,0.6931471805599453,No,20,3,2.0794415416798357,1.791759469228055,3,2.0794415416798357,2.0794415416798357,1.791759469228055,2.0794415416798357,No,1.3862943611198906
E1001972,55,Male,Technical Degree,Divorced,Finance,Finance Manager,Travel_Rarely,22,3,1,94,2,1,2,1.791759469228055,No,12,4,2.1972245773362196,0.6931471805599453,3,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,0.6931471805599453
E1001974,34,Male,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,5,2,2,57,2,2,4,0.6931471805599453,No,14,3,2.772588722239781,1.3862943611198906,4,2.772588722239781,2.3978952727983707,1.6094379124341003,2.6390573296152584,No,0.6931471805599453
E1001975,60,Male,Medical,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,1,4,3,92,1,3,4,1.3862943611198906,No,20,3,2.995732273553991,1.0986122886681098,4,0.6931471805599453,0.0,0.0,0.0,No,1.3862943611198906
E1001978,37,Male,Medical,Divorced,Sales,Sales Executive,Travel_Frequently,1,4,3,31,1,2,4,0.6931471805599453,No,14,3,1.9459101490553132,1.0986122886681098,2,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.3862943611198906,No,1.0986122886681098
E1001979,34,Female,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,19,3,2,35,2,1,4,0.6931471805599453,No,12,2,2.3978952727983707,1.3862943611198906,3,2.3978952727983707,2.302585092994046,2.1972245773362196,2.0794415416798357,No,0.6931471805599453
E1001981,44,Female,Life Sciences,Married,Research & Development,Healthcare Representative,Travel_Rarely,2,3,3,96,4,3,4,0.6931471805599453,Yes,19,2,2.302585092994046,1.0986122886681098,3,2.1972245773362196,2.0794415416798357,1.9459101490553132,2.0794415416798357,No,1.0986122886681098
E1001984,43,Male,Medical,Married,Sales,Sales Executive,Travel_Rarely,2,3,4,73,3,2,4,0.6931471805599453,Yes,17,1,2.3978952727983707,1.3862943611198906,3,2.3978952727983707,2.302585092994046,2.1972245773362196,2.1972245773362196,No,1.0986122886681098
E1001987,29,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,9,4,4,43,3,1,3,2.302585092994046,No,17,3,2.302585092994046,1.0986122886681098,3,1.791759469228055,1.3862943611198906,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1001988,36,Female,Life Sciences,Single,Sales,Sales Representative,Travel_Rarely,2,4,3,51,3,2,4,1.3862943611198906,No,15,3,2.8903717578961645,1.0986122886681098,2,2.6390573296152584,2.0794415416798357,1.9459101490553132,2.0794415416798357,No,1.0986122886681098
E1001990,45,Male,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,1,1,3,74,2,3,3,1.3862943611198906,No,23,4,3.258096538021482,1.3862943611198906,2,3.1780538303479458,2.772588722239781,2.70805020110221,1.6094379124341003,No,1.3862943611198906
E1001996,26,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,17,4,4,62,1,1,3,0.6931471805599453,No,15,3,1.3862943611198906,1.3862943611198906,4,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1001997,45,Female,Technical Degree,Single,Research & Development,Manager R&D,Travel_Rarely,28,2,4,48,2,4,2,0.6931471805599453,No,11,3,3.091042453358316,1.0986122886681098,3,3.091042453358316,1.9459101490553132,2.1972245773362196,1.9459101490553132,No,1.0986122886681098
E1001999,31,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,2,4,2,69,3,1,3,0.6931471805599453,No,14,4,1.9459101490553132,1.0986122886681098,4,1.791759469228055,1.0986122886681098,0.0,1.3862943611198906,No,1.0986122886681098
E1002000,41,Male,Human Resources,Married,Human Resources,Human Resources,Non-Travel,4,3,3,60,1,2,2,1.9459101490553132,No,19,2,2.3978952727983707,1.6094379124341003,3,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1002002,40,Female,Life Sciences,Married,Research & Development,Manufacturing Director,Travel_Rarely,8,2,2,92,3,2,1,1.0986122886681098,Yes,16,2,2.9444389791664403,1.3862943611198906,3,0.6931471805599453,0.0,0.0,0.0,No,1.0986122886681098
E1002003,24,Male,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,29,1,2,91,3,1,1,0.6931471805599453,No,13,2,1.9459101490553132,1.0986122886681098,4,1.9459101490553132,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,0.6931471805599453
E1002005,46,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,13,4,3,34,3,2,2,1.9459101490553132,No,14,4,2.995732273553991,1.3862943611198906,3,2.3978952727983707,2.0794415416798357,0.0,2.302585092994046,No,1.0986122886681098
E1002007,30,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,16,1,2,33,3,1,4,0.6931471805599453,No,12,2,2.3978952727983707,1.0986122886681098,2,2.3978952727983707,0.0,0.0,2.1972245773362196,No,1.0986122886681098
E1002009,47,Male,Marketing,Married,Sales,Sales Executive,Non-Travel,2,4,3,87,3,2,2,2.0794415416798357,No,11,4,1.6094379124341003,1.3862943611198906,1,0.6931471805599453,0.0,0.0,0.0,No,1.0986122886681098
E1002010,46,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,2,3,3,74,3,3,4,1.6094379124341003,Yes,12,2,2.6390573296152584,1.791759469228055,2,2.3978952727983707,1.9459101490553132,0.0,1.3862943611198906,No,1.0986122886681098
E1002011,36,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,13,5,2,96,2,2,1,1.791759469228055,Yes,13,2,2.833213344056216,1.3862943611198906,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,Yes,0.6931471805599453
E1002012,32,Male,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,1,2,1,34,1,2,2,1.9459101490553132,No,15,2,2.3978952727983707,1.0986122886681098,3,0.0,0.0,0.0,0.0,Yes,1.0986122886681098
E1002014,31,Female,Technical Degree,Single,Research & Development,Manufacturing Director,Travel_Frequently,24,1,4,30,3,2,4,1.0986122886681098,No,20,4,2.302585092994046,1.3862943611198906,2,1.791759469228055,1.6094379124341003,0.6931471805599453,1.6094379124341003,No,1.3862943611198906
E1002015,39,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Non-Travel,1,3,4,77,3,2,4,0.6931471805599453,Yes,15,4,2.302585092994046,1.0986122886681098,3,2.302585092994046,2.1972245773362196,1.791759469228055,2.1972245773362196,No,1.0986122886681098
E1002017,32,Male,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,19,3,4,80,1,3,3,1.3862943611198906,No,13,3,2.3978952727983707,1.0986122886681098,1,1.6094379124341003,1.3862943611198906,0.0,1.0986122886681098,No,1.0986122886681098
E1002018,40,Male,Medical,Single,Sales,Manager,Travel_Rarely,7,4,2,88,3,5,2,0.6931471805599453,No,14,2,3.091042453358316,1.3862943611198906,2,3.091042453358316,2.1972245773362196,2.5649493574615367,2.1972245773362196,No,0.6931471805599453
E1002022,45,Female,Life Sciences,Married,Human Resources,Human Resources,Travel_Rarely,4,3,3,56,1,3,3,1.6094379124341003,No,21,3,2.302585092994046,1.0986122886681098,4,1.791759469228055,0.0,0.0,1.3862943611198906,No,1.3862943611198906
E1002023,30,Female,Technical Degree,Single,Research & Development,Manager R&D,Travel_Frequently,2,4,4,78,2,1,1,0.0,No,16,4,2.3978952727983707,1.0986122886681098,3,2.302585092994046,2.0794415416798357,0.0,2.0794415416798357,No,1.0986122886681098
E1002024,24,Male,Medical,Married,Human Resources,Human Resources,Travel_Frequently,10,3,1,59,3,1,4,0.0,No,14,4,1.3862943611198906,1.0986122886681098,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,No,0.6931471805599453
E1002025,30,Female,Human Resources,Divorced,Human Resources,Human Resources,Travel_Frequently,8,3,3,66,2,1,4,1.9459101490553132,No,11,3,1.9459101490553132,0.0,2,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.0986122886681098,Yes,1.0986122886681098
E1002027,31,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,5,3,1,51,3,2,3,0.6931471805599453,No,19,3,1.9459101490553132,1.3862943611198906,3,1.791759469228055,1.0986122886681098,0.0,1.0986122886681098,No,1.3862943611198906
E1002029,27,Female,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,8,3,3,67,3,1,4,0.6931471805599453,No,11,3,1.9459101490553132,1.791759469228055,2,1.9459101490553132,1.0986122886681098,0.6931471805599453,1.6094379124341003,No,1.0986122886681098
E1002030,29,Female,Marketing,Single,Sales,Sales Representative,Travel_Rarely,9,3,2,52,1,1,2,0.6931471805599453,No,13,3,1.0986122886681098,1.3862943611198906,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,Yes,0.6931471805599453
E1002031,29,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Frequently,1,3,4,70,4,2,3,2.1972245773362196,Yes,12,4,2.3978952727983707,1.791759469228055,4,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1002032,30,Male,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,15,2,3,94,2,3,1,1.0986122886681098,No,11,1,2.5649493574615367,1.0986122886681098,3,2.0794415416798357,2.0794415416798357,0.6931471805599453,2.0794415416798357,No,1.0986122886681098
E1002033,34,Male,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,4,97,4,1,4,0.0,Yes,14,1,1.9459101490553132,1.3862943611198906,3,1.791759469228055,0.0,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1002034,33,Female,Marketing,Single,Sales,Sales Executive,Non-Travel,2,3,4,62,3,2,2,2.1972245773362196,No,15,4,2.6390573296152584,1.0986122886681098,2,2.4849066497880004,2.0794415416798357,0.6931471805599453,2.0794415416798357,No,1.0986122886681098
E1002035,49,Female,Marketing,Single,Sales,Sales Executive,Travel_Rarely,11,4,4,80,3,2,4,1.3862943611198906,No,12,3,2.1972245773362196,0.6931471805599453,4,1.791759469228055,0.6931471805599453,0.0,1.6094379124341003,No,1.0986122886681098
E1002036,33,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,16,3,1,74,3,3,1,1.0986122886681098,Yes,20,3,2.4849066497880004,1.0986122886681098,2,0.0,0.0,0.0,0.0,Yes,1.3862943611198906
E1002038,38,Female,Medical,Married,Research & Development,Laboratory Technician,Travel_Frequently,2,2,3,75,2,1,2,1.6094379124341003,No,14,2,2.302585092994046,1.6094379124341003,2,1.9459101490553132,0.6931471805599453,0.0,1.791759469228055,No,1.0986122886681098
E1002042,32,Male,Technical Degree,Single,Research & Development,Research Scientist,Non-Travel,5,4,2,65,3,1,2,1.0986122886681098,No,14,2,2.5649493574615367,1.3862943611198906,3,2.0794415416798357,2.0794415416798357,0.0,2.0794415416798357,No,1.0986122886681098
E1002044,38,Male,Medical,Married,Research & Development,Healthcare Representative,Travel_Rarely,18,3,2,60,1,2,4,1.3862943611198906,Yes,16,3,2.772588722239781,1.0986122886681098,3,0.6931471805599453,0.0,0.6931471805599453,0.0,No,1.0986122886681098
E1002045,43,Male,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,17,3,3,38,2,1,3,2.302585092994046,Yes,16,4,1.9459101490553132,1.6094379124341003,3,0.6931471805599453,0.0,0.0,0.0,Yes,1.0986122886681098
E1002048,55,Male,Medical,Married,Research & Development,Research Director,Travel_Rarely,2,3,3,60,2,5,1,2.1972245773362196,No,12,2,3.5553480614894135,1.0986122886681098,3,0.6931471805599453,0.0,0.0,0.0,No,1.0986122886681098
E1002049,33,Male,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,4,3,4,90,3,2,2,1.791759469228055,No,15,4,2.4849066497880004,1.0986122886681098,2,2.302585092994046,2.1972245773362196,0.6931471805599453,2.0794415416798357,No,1.0986122886681098
E1002050,41,Male,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,9,4,3,94,3,1,1,0.6931471805599453,No,20,2,1.791759469228055,1.0986122886681098,3,1.791759469228055,1.3862943611198906,0.0,1.6094379124341003,No,1.3862943611198906
E1002052,34,Male,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,10,3,4,87,3,2,3,0.6931471805599453,Yes,14,3,2.772588722239781,1.3862943611198906,3,2.772588722239781,2.70805020110221,0.0,2.0794415416798357,No,1.0986122886681098
E1002053,53,Female,Medical,Married,Research & Development,Manufacturing Director,Non-Travel,1,4,1,60,2,4,3,1.6094379124341003,Yes,20,4,3.332204510175204,1.0986122886681098,2,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,No,1.0986122886681098
E1002056,43,Male,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,2,3,2,97,3,1,4,0.0,No,13,2,2.3978952727983707,1.791759469228055,3,2.302585092994046,2.0794415416798357,0.6931471805599453,2.1972245773362196,No,0.6931471805599453
E1002057,34,Female,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,3,2,4,32,1,2,4,1.791759469228055,No,12,1,1.9459101490553132,1.3862943611198906,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,1.0986122886681098
E1002058,21,Male,Marketing,Single,Sales,Sales Representative,Travel_Rarely,7,1,2,31,3,1,2,0.6931471805599453,No,13,2,0.6931471805599453,1.3862943611198906,3,0.6931471805599453,0.0,0.6931471805599453,0.0,Yes,1.0986122886681098
E1002060,38,Female,Other,Married,Research & Development,Manager R&D,Travel_Rarely,6,2,4,40,2,1,3,0.6931471805599453,No,11,2,1.791759469228055,1.3862943611198906,3,1.791759469228055,1.6094379124341003,0.0,1.6094379124341003,No,1.0986122886681098
E1002061,22,Female,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,8,1,3,79,3,1,1,0.6931471805599453,Yes,17,3,0.6931471805599453,1.9459101490553132,3,0.6931471805599453,0.0,0.0,0.0,Yes,1.0986122886681098
E1002062,31,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,29,4,1,91,2,2,4,0.6931471805599453,No,14,1,2.6390573296152584,1.3862943611198906,3,2.5649493574615367,2.0794415416798357,1.791759469228055,2.0794415416798357,No,0.6931471805599453
E1002067,46,Male,Medical,Divorced,Research & Development,Research Director,Travel_Rarely,2,4,3,46,3,5,4,2.0794415416798357,Yes,17,3,3.2188758248682006,1.3862943611198906,3,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,No,1.0986122886681098
E1002068,36,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,10,3,4,90,3,3,1,2.0794415416798357,Yes,13,4,2.772588722239781,0.6931471805599453,3,2.5649493574615367,2.1972245773362196,1.791759469228055,2.0794415416798357,No,1.0986122886681098
E1002070,44,Male,Medical,Divorced,Research & Development,Research Scientist,Travel_Frequently,1,2,3,99,3,1,2,0.6931471805599453,Yes,12,3,1.9459101490553132,1.0986122886681098,2,1.791759469228055,1.3862943611198906,1.0986122886681098,1.3862943611198906,Yes,1.0986122886681098
E1002072,37,Male,Other,Divorced,Human Resources,Human Resources,Travel_Rarely,8,2,3,89,3,2,2,1.0986122886681098,No,13,3,2.995732273553991,1.6094379124341003,2,2.3978952727983707,0.0,1.6094379124341003,2.0794415416798357,No,1.0986122886681098
E1002076,33,Male,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,8,4,4,90,4,1,1,1.9459101490553132,No,19,2,2.70805020110221,0.6931471805599453,3,2.3978952727983707,2.1972245773362196,2.0794415416798357,1.9459101490553132,No,1.0986122886681098
E1002079,46,Male,Life Sciences,Single,Sales,Sales Executive,Non-Travel,26,2,2,98,2,2,2,2.1972245773362196,No,15,3,1.9459101490553132,1.3862943611198906,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,0.6931471805599453
E1002080,40,Female,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,2,2,3,99,3,1,1,1.6094379124341003,No,17,4,2.0794415416798357,1.791759469228055,2,1.6094379124341003,1.3862943611198906,0.0,1.0986122886681098,No,1.0986122886681098
E1002082,35,Male,Medical,Divorced,Research & Development,Manager R&D,Non-Travel,2,2,2,90,3,2,4,1.0986122886681098,No,14,3,2.772588722239781,1.9459101490553132,3,2.0794415416798357,2.0794415416798357,0.6931471805599453,2.0794415416798357,No,0.6931471805599453
E1002083,38,Male,Human Resources,Divorced,Human Resources,Human Resources,Non-Travel,2,3,1,100,3,1,2,1.791759469228055,No,13,4,2.6390573296152584,1.3862943611198906,3,2.4849066497880004,2.3978952727983707,1.3862943611198906,2.1972245773362196,No,0.6931471805599453
E1002085,34,Male,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,9,4,4,93,3,2,1,1.6094379124341003,No,17,3,2.4849066497880004,1.3862943611198906,2,2.0794415416798357,0.6931471805599453,0.0,2.0794415416798357,Yes,1.0986122886681098
E1002090,39,Male,Life Sciences,Divorced,Sales,Sales Executive,Travel_Frequently,20,3,3,83,3,2,4,1.0986122886681098,No,18,4,2.0794415416798357,1.9459101490553132,3,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,No,1.0986122886681098
E1002091,43,Male,Life Sciences,Single,Research & Development,Research Scientist,Non-Travel,9,3,1,52,3,1,3,1.6094379124341003,No,13,3,2.0794415416798357,1.0986122886681098,2,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,0.6931471805599453
E1002092,41,Male,Life Sciences,Single,Research & Development,Healthcare Representative,Travel_Rarely,5,3,2,85,4,2,2,1.3862943611198906,No,12,1,2.4849066497880004,1.3862943611198906,1,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,No,0.6931471805599453
E1002093,41,Female,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,4,1,3,81,3,3,3,0.0,Yes,13,4,3.1780538303479458,1.3862943611198906,4,3.1354942159291497,2.70805020110221,2.6390573296152584,1.791759469228055,No,1.0986122886681098
E1002101,34,Male,Technical Degree,Married,Sales,Sales Executive,Travel_Rarely,8,2,2,92,4,2,3,0.6931471805599453,No,21,3,2.3978952727983707,1.791759469228055,3,2.3978952727983707,2.1972245773362196,1.6094379124341003,2.1972245773362196,No,0.6931471805599453
E1002102,58,Male,Medical,Divorced,Sales,Manager,Non-Travel,2,3,2,52,3,4,2,1.6094379124341003,No,22,4,3.6375861597263857,0.0,2,2.833213344056216,2.302585092994046,2.70805020110221,2.70805020110221,No,0.6931471805599453
E1002104,35,Male,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,23,4,2,91,1,1,3,0.0,No,16,2,1.9459101490553132,1.0986122886681098,4,1.791759469228055,1.6094379124341003,0.0,1.3862943611198906,No,1.0986122886681098
E1002105,47,Female,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,4,3,3,92,2,3,2,2.1972245773362196,Yes,12,3,3.367295829986474,1.6094379124341003,3,3.1354942159291497,2.4849066497880004,2.70805020110221,2.3978952727983707,No,1.0986122886681098
E1002107,40,Female,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,12,3,2,47,3,2,1,1.0986122886681098,No,12,2,2.772588722239781,1.3862943611198906,3,2.0794415416798357,1.6094379124341003,2.0794415416798357,2.0794415416798357,No,0.6931471805599453
E1002108,54,Female,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,7,4,4,68,3,2,4,1.6094379124341003,No,15,2,2.70805020110221,1.0986122886681098,2,2.0794415416798357,0.6931471805599453,0.6931471805599453,2.0794415416798357,No,1.0986122886681098
E1002111,31,Female,Marketing,Married,Sales,Sales Executive,Travel_Frequently,7,4,1,68,3,3,1,1.0986122886681098,No,14,4,2.302585092994046,1.3862943611198906,3,1.3862943611198906,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,0.6931471805599453
E1002113,38,Female,Marketing,Married,Sales,Sales Representative,Travel_Rarely,2,4,2,77,1,2,4,1.0986122886681098,Yes,20,1,3.044522437723423,1.6094379124341003,2,1.6094379124341003,1.0986122886681098,0.0,1.3862943611198906,No,1.0986122886681098
E1002114,26,Male,Medical,Single,Sales,Sales Executive,Travel_Rarely,10,3,3,46,3,2,4,0.6931471805599453,No,13,1,1.791759469228055,1.6094379124341003,3,1.791759469228055,1.3862943611198906,0.6931471805599453,1.0986122886681098,No,1.0986122886681098
E1002115,58,Male,Life Sciences,Married,Research & Development,Manager R&D,Travel_Frequently,15,4,1,87,3,4,3,1.0986122886681098,Yes,14,2,3.1780538303479458,1.3862943611198906,3,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,No,0.6931471805599453
E1002117,18,Female,Medical,Single,Research & Development,Manager R&D,Non-Travel,14,3,2,33,3,1,3,0.6931471805599453,No,16,3,0.0,1.6094379124341003,1,0.0,0.0,0.0,0.0,No,1.0986122886681098
E1002120,31,Male,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,18,5,4,89,4,1,1,0.0,No,17,3,1.0986122886681098,1.6094379124341003,3,0.6931471805599453,0.0,0.0,0.0,Yes,1.0986122886681098
E1002123,45,Female,Life Sciences,Married,Sales,Sales Executive,Non-Travel,2,4,3,67,3,2,3,1.6094379124341003,No,22,2,2.3978952727983707,1.3862943611198906,4,2.1972245773362196,2.0794415416798357,1.791759469228055,2.0794415416798357,No,1.3862943611198906
E1002125,36,Female,Other,Married,Research & Development,Research Scientist,Travel_Rarely,2,4,4,73,3,2,2,1.6094379124341003,Yes,22,4,2.772588722239781,1.0986122886681098,3,0.6931471805599453,0.0,0.0,0.0,No,1.3862943611198906
